Ticker,Stock_Price,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Gain On Sale Of Security,Operating Income,Operating Expense,Selling General And Administration,General And Administrative Expense,Other Gand A,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Liabilities,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Dueto Related Parties Current,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Current Assets,Prepaid Assets,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Accrued Expense,Change In Payable,Change In Account Payable,Change In Prepaid Assets,Other Non Cash Items,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Interest Income,Interest Income,Tax Provision,Net Non Operating Interest Income Expense,Interest Income Non Operating,Other Operating Expenses,Derivative Product Liabilities,Tradeand Other Payables Non Current,Current Notes Payable,Total Tax Payable,Income Tax Payable,Other Current Assets,Income Tax Paid Supplemental Data,Long Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Other Taxes,Preferred Securities Outside Stock Equity,Non Current Deferred Taxes Liabilities,Interest Paid Supplemental Data,Deferred Tax,Deferred Income Tax,Interest Expense,Other Non Operating Income Expenses,Interest Expense Non Operating,Treasury Shares Number,Long Term Debt And Capital Lease Obligation,Long Term Debt,Interest Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Proceeds From Stock Option Exercised,Change In Other Working Capital,Change In Interest Payable,Unrealized Gain Loss On Investment Securities,Non Current Deferred Revenue,Receivables,Other Receivables,Interest Received Cfi,Change In Receivables,Special Income Charges,Restructuring And Mergern Acquisition,Total Other Finance Cost,Current Deferred Assets,Change In Other Current Assets
43.1,9.899999618530273,0.0,0.0,-10861.0,-1.0,-1.0,-10861.0,-10861.0,-10861.0,-10861.0,-10861.0,10861.0,-10861.0,5000000.0,5000000.0,-0.002172,-0.002172,-10861.0,-10861.0,-10861.0,-10861.0,-10861.0,-10861.0,-1.0,-1.0,-10861.0,10861.0,10861.0,10861.0,10861.0,0.0,0.0,28750000.0,28750000.0,240554.0,240554.0,14139.0,254693.0,-581460.0,14139.0,14139.0,14139.0,14139.0,14139.0,-10861.0,24425.0,575.0,575.0,0.0,583509.0,0.0,0.0,583509.0,-1.0,240554.0,240554.0,-1.0,342955.0,342955.0,-1.0,-1.0,-1.0,597648.0,595599.0,-1.0,2049.0,2049.0,0.0,0.0,0.0,-7910.0,-1.0,0.0,240554.0,0.0,0.0,0.0,-1.0,7910.0,7900.0,-232644.0,0.0,-1.0,0.0,240554.0,240554.0,0.0,240554.0,240554.0,-1.0,0.0,0.0,-1.0,-7910.0,-7910.0,-2049.0,0.0,0.0,-1.0,-1.0,-2049.0,5000.0,-1.0,-1.0,-10861.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,240554.0,-1.0,-1.0,2049.0,-1.0,240554.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,595599.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
64.3,10.869999885559082,0.0,0.0,1680981.0,-955940.0,-955940.0,-34727.0,725041.0,725041.0,921213.0,-34727.0,3098285.0,-3098285.0,-1.0,-1.0,-1.0,-1.0,-34727.0,-34727.0,-34727.0,-34727.0,-34727.0,-34727.0,-935580.0,-955940.0,-3098285.0,3098285.0,-1.0,-1.0,-1.0,0.0,0.0,11236002.0,11236002.0,1155297.0,1250000.0,26322234.0,27572234.0,-7590471.0,26322234.0,26322234.0,26322234.0,26322234.0,26322234.0,-15333039.0,6098498.0,35556775.0,35556775.0,0.0,9379298.0,1643271.0,0.0,7736027.0,1567406.0,1250000.0,1250000.0,1250000.0,4918621.0,-1.0,4918621.0,331291.0,4587330.0,35701532.0,35555976.0,35555976.0,145556.0,50853.0,94703.0,94703.0,94703.0,-1062642.0,-294254572.0,-1.0,250000.0,-1.0,94703.0,86401.0,8302.0,-292043628.0,-292043628.0,1960944.0,-294254572.0,-294254572.0,-1.0,250000.0,-1.0,-1.0,-1.0,250000.0,-1.0,293114572.0,293114572.0,293114572.0,-1062642.0,-1062642.0,2035643.0,2042865.0,-1.0,2042865.0,1946574.0,-7222.0,-4019498.0,955940.0,955940.0,-34727.0,3999138.0,4758906.0,-1.0,3999138.0,4758906.0,3098285.0,1643271.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,759768.0,20360.0,759768.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
64.2,10.069999694824219,1884439.62,0.21,1604603.0,8973522.0,8973522.0,10578125.0,10578125.0,10578125.0,3489042.62,10578125.0,4074437.0,-4074437.0,39902043.0,39902043.0,0.27,0.27,10578125.0,10578125.0,10578125.0,10578125.0,10578125.0,10578125.0,9973522.0,8973522.0,-4074437.0,4074437.0,-1.0,-1.0,-1.0,0.0,0.0,39902043.0,39902043.0,913599.0,1000000.0,308614129.0,309614129.0,-3745724.0,308614129.0,308614129.0,308614129.0,308614129.0,308614129.0,-15298312.0,0.0,323912441.0,323912441.0,0.0,15427545.0,11551789.0,11172572.0,3875756.0,-1.0,1000000.0,1000000.0,1000000.0,2875756.0,-1.0,2875756.0,235000.0,2640756.0,324041674.0,323911642.0,323911642.0,130032.0,43631.0,86401.0,86401.0,86401.0,-1020823.0,0.0,-1.0,1000000.0,0.0,86401.0,107224.0,-20823.0,1000000.0,1000000.0,-1.0,0.0,0.0,0.0,1000000.0,-1.0,-1.0,-1.0,1000000.0,-1.0,0.0,0.0,-1.0,-1020823.0,-1020823.0,2053614.0,1704820.0,-1.0,1704820.0,1584820.0,348794.0,-4679040.0,-8973522.0,-8973522.0,10578125.0,4679040.0,4679040.0,-1.0,4679040.0,4679040.0,4074437.0,379217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1000000.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
64.1,9.729999542236328,2716030.71,0.27,-13540993.0,10059373.0,10059373.0,6594017.0,-3481620.0,-3481620.0,-749325.29,6594017.0,3481620.0,-2916919.0,33670952.0,33670952.0,0.2,0.2,6594017.0,6594017.0,6594017.0,6594017.0,6594017.0,6594017.0,10059373.0,10059373.0,-3481620.0,3481620.0,3481620.0,3481620.0,3481620.0,0.0,0.0,39902043.0,39902043.0,-1.0,-1.0,298036004.0,298036004.0,-720082.0,298036004.0,298036004.0,298036004.0,298036004.0,298036004.0,-21181135.0,0.0,319217139.0,319217139.0,0.0,21696247.0,20525311.0,11172572.0,1170936.0,-1.0,-1.0,-1.0,-1.0,1170936.0,-1.0,1170936.0,115000.0,1055936.0,319732251.0,319281397.0,319232602.0,450854.0,343630.0,107224.0,107224.0,107224.0,-2138406.0,-1.0,-1.0,-1.0,312857013.0,107224.0,0.0,107224.0,321461970.0,321461970.0,-779370.0,312857013.0,-1.0,312857013.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-319216340.0,-319216340.0,-319216340.0,-2138406.0,-2138406.0,778511.0,1170936.0,-1.0,1170936.0,1055936.0,-392425.0,-16262.0,-9494672.0,-9494672.0,6594017.0,16264.0,16264.0,-1.0,16264.0,16264.0,2916919.0,9352739.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48795.0,-1.0,9384327.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
67.2,11.079999923706055,0.0,0.327,-801157.0,-1.0,-1.0,886366.0,-801157.0,-801157.0,886366.0,886366.0,801157.0,-801157.0,-1.0,-1.0,-1.0,-1.0,886366.0,886366.0,886366.0,886366.0,886366.0,1317785.0,-1.0,-1.0,-801157.0,801157.0,-1.0,-1.0,-1.0,0.0,0.0,5411300.0,5411300.0,1377458.0,1431747.0,31561068.0,32992815.0,-2490341.0,31561068.0,31561068.0,31561068.0,31561068.0,31561068.0,-4638010.0,0.0,36199078.0,36199078.0,0.0,5171858.0,2621437.0,2621437.0,2550421.0,-1.0,1431747.0,1431747.0,1431747.0,1118674.0,122007.0,996667.0,-1.0,-1.0,36732926.0,36672846.0,36672846.0,60080.0,5791.0,54289.0,54289.0,54289.0,-849990.0,-55662019.0,0.0,1431747.0,0.0,54289.0,547478.0,-493189.0,-54230272.0,-54230272.0,-1.0,-55662019.0,-55662019.0,0.0,1431747.0,1431747.0,0.0,1431747.0,-1.0,-1.0,54587073.0,54587073.0,54587073.0,-849990.0,-849990.0,409243.0,255082.0,45076.0,210006.0,-1.0,154161.0,-2118942.0,-1.0,-1.0,886366.0,2118942.0,2118942.0,431419.0,2118942.0,2118942.0,736593.0,-1.0,-1.0,-1.0,996667.0,402142.0,-1.0,229615.0,-1.0,210006.0,210006.0,64564.0,-1.0,33937.0,0.0,-26657.0,-26657.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
67.1,10.220000267028809,0.0,0.21,-714479.0,-1.0,-1.0,217224.0,-714479.0,-714479.0,217224.0,217224.0,714479.0,-714479.0,6850559.0,2032123.0,-1.25,-1.25,217224.0,217224.0,217224.0,217224.0,217224.0,451498.0,-1.0,-1.0,-714479.0,714479.0,-1.0,-1.0,-1.0,0.0,0.0,10781250.0,10781250.0,-1.0,-1.0,86893341.0,86893341.0,400458.0,86893341.0,86893341.0,86893341.0,86893341.0,86893341.0,-1957217.0,0.0,88850558.0,88850558.0,0.0,2955066.0,2648094.0,2648094.0,306972.0,-1.0,-1.0,-1.0,-1.0,306972.0,76931.0,230041.0,-1.0,-1.0,89848407.0,89140977.0,89140977.0,707430.0,159952.0,547478.0,547478.0,547478.0,-741139.0,0.0,-316827.0,316827.0,91515000.0,547478.0,0.0,547478.0,89263617.0,89263617.0,-2251383.0,91515000.0,0.0,91515000.0,0.0,0.0,-316827.0,316827.0,-1.0,-1.0,-87975000.0,-87975000.0,-87975000.0,-741139.0,-741139.0,147020.0,306972.0,76931.0,230041.0,-1.0,-159952.0,-1165977.0,-1.0,-1.0,217224.0,1165977.0,1165977.0,234274.0,1165977.0,1165977.0,658118.0,-1.0,-1.0,-1.0,230041.0,173680.0,-1.0,0.0,-1.0,230041.0,230041.0,56361.0,-1.0,60594.0,0.0,60594.0,60594.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2587500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
73.2,10.25,0.0,0.21,-1629676.0,-1.0,-1.0,-147396.0,-1629676.0,-1629676.0,-147396.0,-147396.0,1629676.0,-1629676.0,13122700.0,13122700.0,-0.02,-0.02,-147396.0,-147396.0,-147396.0,-147396.0,-147396.0,-142396.0,-1.0,-1.0,-1629676.0,1629676.0,-1.0,-1.0,-1.0,0.0,0.0,13122700.0,13122700.0,1274250.0,1345900.0,99449262.0,100795162.0,-2091056.0,99449262.0,99449262.0,99449262.0,99449262.0,99449262.0,-4281038.0,0.0,103730300.0,103730300.0,0.0,5742859.0,3542000.0,3542000.0,2200859.0,-1.0,1345900.0,1345900.0,333900.0,854959.0,0.0,854959.0,-1.0,640448.0,105192121.0,105082318.0,105082318.0,109803.0,28153.0,71650.0,71650.0,71650.0,-904146.0,-1.0,-1.0,1345900.0,0.0,71650.0,499301.0,-427651.0,1345900.0,1345900.0,-1.0,0.0,-1.0,0.0,1345900.0,333900.0,-1.0,333900.0,1012000.0,-1.0,-869405.0,-869405.0,-1012000.0,-904146.0,-904146.0,730530.0,730583.0,-30000.0,760583.0,623382.0,9947.0,-1487280.0,-1.0,-1.0,-147396.0,1487280.0,1487280.0,5000.0,1487280.0,1487280.0,1420165.0,-1.0,-1.0,1012000.0,214511.0,5000.0,-1.0,-1.0,1012000.0,137201.0,137201.0,209511.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,10000.0,142595.0,-10000.0,-1.0,-1.0,-1.0,-1.0,-1.0
73.1,9.90999984741211,0.0,0.0,-360951.0,-1.0,-1.0,-353318.0,-360951.0,-360951.0,-353318.0,-353318.0,360951.0,-360951.0,4611520.0,4611520.0,-0.08,-0.08,-353318.0,-353318.0,-353318.0,-353318.0,-353318.0,-353318.0,-1.0,-1.0,-360951.0,360951.0,283641.0,283641.0,283641.0,0.0,0.0,13122700.0,13122700.0,-1.0,-1.0,99596658.0,99596658.0,413025.0,99596658.0,99596658.0,99596658.0,99596658.0,99596658.0,-3121642.0,0.0,102718300.0,102718300.0,0.0,3666376.0,3542000.0,3542000.0,124376.0,-1.0,-1.0,-1.0,-1.0,124376.0,30000.0,94376.0,-1.0,17066.0,103263034.0,102725633.0,102725633.0,537401.0,38100.0,499301.0,499301.0,499301.0,-274675.0,-1.0,-1.0,-1.0,103928000.0,499301.0,-1.0,-1.0,103491976.0,103491976.0,-436024.0,103928000.0,-1.0,103928000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-102718000.0,-102718000.0,-102718000.0,-274675.0,-274675.0,86276.0,124376.0,30000.0,94376.0,17066.0,-38100.0,-7633.0,-1.0,-1.0,-353318.0,7633.0,7633.0,-1.0,7633.0,7633.0,-1.0,-1.0,3542000.0,-1.0,77310.0,77310.0,-1.0,-1.0,-1.0,77310.0,77310.0,77310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
95.1,9.843000411987305,389895.825,0.025,-16395862.0,15595833.0,15595833.0,16761599.0,-800029.0,-800029.0,1555661.825,16761599.0,800029.0,-800029.0,50000000.0,50000000.0,0.34,0.34,16761599.0,16761599.0,16761599.0,16761599.0,16761599.0,17191801.0,15595833.0,15595833.0,-800029.0,800029.0,-1.0,-1.0,-1.0,0.0,0.0,50000000.0,50000000.0,-1.0,-1.0,387192819.0,387192819.0,-567518.0,387192819.0,387192819.0,387192819.0,387192819.0,387192819.0,-14444983.0,0.0,401637802.0,401637802.0,0.0,15310714.0,14656667.0,14000000.0,654047.0,-1.0,-1.0,-1.0,-1.0,654047.0,313845.0,340202.0,-1.0,-1.0,402503533.0,402417004.0,402417004.0,86529.0,15.0,86514.0,86514.0,86514.0,-925966.0,-1.0,0.0,-1.0,0.0,86514.0,1040030.0,-953516.0,-27550.0,-27550.0,-27550.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-925966.0,-925966.0,304265.0,297598.0,-42604.0,340202.0,-1.0,6667.0,-2395997.0,-15595833.0,-15595833.0,16761599.0,2395997.0,2395997.0,430202.0,2395997.0,2395997.0,800029.0,656667.0,14000000.0,-1.0,340202.0,340202.0,-1.0,-1.0,-1.0,340202.0,340202.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
110.2,10.140000343322754,4253211.06,0.21,-25640630.0,20253386.0,20253386.0,14866187.0,-5387244.0,-5387244.0,-1133987.94,14866187.0,5387244.0,-5387244.0,43125000.0,43125000.0,0.34,0.34,14866187.0,14866187.0,14866187.0,14866187.0,14866187.0,14866187.0,20253386.0,20253386.0,-5387244.0,5387244.0,5387244.0,5387244.0,5387244.0,0.0,0.0,43125000.0,43125000.0,-1.0,-1.0,331910548.0,331910548.0,-5475144.0,331910548.0,331910548.0,331910548.0,331910548.0,331910548.0,-18322677.0,0.0,350233225.0,350233225.0,0.0,18493518.0,12946670.0,12075000.0,5546848.0,-1.0,-1.0,-1.0,-1.0,5546848.0,3732635.0,1814213.0,-1.0,1814213.0,350404066.0,350332362.0,350332362.0,71704.0,40000.0,31704.0,31704.0,31704.0,-1101998.0,-1.0,0.0,-1.0,0.0,31704.0,1133702.0,-1101998.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1101998.0,-1101998.0,4285201.0,4308184.0,3689066.0,619118.0,619118.0,-22983.0,-1.0,-20253386.0,-20253386.0,14866187.0,45.0,45.0,-1.0,45.0,45.0,-1.0,871670.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
110.1,9.729999542236328,2796472.35,0.27,-11537088.0,10357305.0,10357305.0,8180210.0,-1179783.0,-1179783.0,619377.35,8180210.0,1179783.0,-1179783.0,37375721.0,37375721.0,0.22,0.22,8180210.0,8180210.0,8180210.0,8180210.0,8180210.0,8180210.0,9359865.0,10357305.0,-1179783.0,1179783.0,1179783.0,1179783.0,1179783.0,0.0,0.0,43125000.0,43125000.0,-1.0,-1.0,317044361.0,317044361.0,-87944.0,317044361.0,317044361.0,317044361.0,317044361.0,317044361.0,-27956502.0,0.0,345000863.0,345000863.0,0.0,29177993.0,27939330.0,12075000.0,1238663.0,-1.0,-1.0,-1.0,-1.0,1238663.0,43568.0,1195095.0,-1.0,1195095.0,346222354.0,345071635.0,345071635.0,1150719.0,17017.0,1133702.0,1133702.0,1133702.0,-391808.0,-1.0,-89890.0,-1.0,353900000.0,1133702.0,0.0,1133702.0,346525510.0,346525510.0,-7284600.0,353900000.0,-1.0,353900000.0,-89890.0,-1.0,-1.0,-1.0,-89890.0,-89890.0,-345000000.0,-345000000.0,-345000000.0,-391808.0,-391808.0,762847.0,779864.0,-181526.0,961390.0,961390.0,-17017.0,25000.0,-9359865.0,-9359865.0,8180210.0,128.0,128.0,-1.0,128.0,128.0,-1.0,15864330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-997440.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
113.3,10.600000381469727,-398125.14,0.21,-207834.0,-1895834.0,-1895834.0,-1467612.0,-2103668.0,-2103668.0,30096.86,-1467612.0,2103668.0,-2103668.0,-1.0,-1.0,-1.0,-1.0,-1467612.0,-1467612.0,-1467612.0,-1467612.0,-1467612.0,-814568.0,-1895834.0,-1895834.0,-2103668.0,2103668.0,-1.0,-1.0,-1.0,0.0,0.0,7765437.0,7765437.0,1756981.0,2063015.0,-11949258.0,-9886243.0,-6063520.0,-11949258.0,-11949258.0,-11949258.0,-11949258.0,-11949258.0,-18178122.0,0.0,6228864.0,6228864.0,0.0,18626384.0,12104167.0,10062500.0,6522217.0,-1.0,2063015.0,2063015.0,2063015.0,4459202.0,-1.0,4459202.0,-1.0,1135140.0,6677126.0,6218429.0,6218429.0,458697.0,152663.0,306034.0,306034.0,306034.0,-1738493.0,-287071970.0,0.0,1163015.0,-1.0,306034.0,348749.0,-42715.0,-285908955.0,-285908955.0,-1.0,-287071970.0,-287071970.0,-1.0,1163015.0,1163015.0,0.0,1163015.0,-1.0,-1.0,287604733.0,287604733.0,287604733.0,-1738493.0,-1738493.0,1009979.0,1090345.0,-1.0,1090345.0,885650.0,-80366.0,-3176694.0,1895834.0,1895834.0,-1467612.0,3184934.0,3184934.0,653044.0,3184934.0,3184934.0,2103668.0,2041667.0,-1.0,-1.0,3324062.0,453342.0,-1.0,448349.0,-1.0,204695.0,204695.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
113.2,9.989999771118164,506836.482,0.071,-8482341.0,7138542.0,7138542.0,9846711.0,-1343799.0,-1343799.0,3215005.482,9846711.0,1343799.0,-1343799.0,43125000.0,7187500.0,0.27,0.27,9846711.0,9846711.0,9846711.0,9846711.0,9846711.0,10606358.0,7949692.0,7138542.0,-1343799.0,1343799.0,-1.0,-1.0,-1.0,0.0,0.0,35937500.0,35937500.0,-1.0,88850.0,280272194.0,280361044.0,-165940.0,280272194.0,280272194.0,280272194.0,280272194.0,280272194.0,-10086295.0,0.0,290358489.0,290358489.0,0.0,10795319.0,10208333.0,10062500.0,586986.0,-1.0,88850.0,88850.0,88850.0,498136.0,-1.0,498136.0,-1.0,249489.0,291067513.0,290646467.0,290646467.0,421046.0,72297.0,348749.0,348749.0,348749.0,-1647496.0,0.0,-141367.0,900000.0,0.0,348749.0,366612.0,-17863.0,758633.0,758633.0,-1.0,0.0,0.0,0.0,758633.0,758633.0,-141367.0,900000.0,-1.0,-1.0,871000.0,871000.0,871000.0,-1647496.0,-1647496.0,455950.0,176062.0,-1.0,176062.0,-72585.0,279888.0,-4811615.0,-7138542.0,-7138542.0,9846711.0,4000465.0,4000465.0,759647.0,4000465.0,4000465.0,1343799.0,145833.0,10062500.0,0.0,248647.0,248647.0,-1.0,511000.0,-1.0,248647.0,248647.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,811150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
